,tweet_id,retweets,likes
0,892420643555336193,8666,39039
1,892177421306343426,6366,33431
2,891815181378084864,4227,25201
3,891689557279858688,8771,42401
4,891327558926688256,9549,40553
5,891087950875897856,3168,20343
6,890971913173991426,2109,11930
7,890729181411237888,19207,65983
8,890609185150312448,4328,27931
9,890240255349198849,7543,32145
10,890006608113172480,7455,30828
11,889880896479866881,5044,27956
12,889665388333682689,10231,48349
13,889638837579907072,4616,27354
14,889531135344209921,2264,15186
15,889278841981685760,5533,25439
16,888917238123831296,4574,29268
17,888804989199671297,4424,25754
18,888554962724278272,3652,20053
19,888078434458587136,3567,21910
20,887705289381826560,5482,30383
21,887517139158093824,11847,46492
22,887473957103951883,18522,69572
23,887343217045368832,10565,33883
24,887101392804085760,6058,30748
25,886983233522544640,7890,35412
26,886736880519319552,3353,12158
27,886680336477933568,4543,22581
28,886366144734445568,3237,21263
29,886267009285017600,4,117
30,886258384151887873,6393,28153
31,886054160059072513,105,0
32,885984800019947520,6919,32937
33,885528943205470208,6544,36224
34,885518971528720385,3821,20555
35,885311592912609280,18870,0
36,885167619883638784,4453,22086
37,884925521741709313,18810,78012
38,884876753390489601,5942,28126
39,884562892145688576,5000,24463
40,884441805382717440,5741,27172
41,884247878851493888,20749,73464
42,884162670584377345,3041,20506
43,883838122936631299,3503,22048
44,883482846933004288,10149,46270
45,883360690899218434,3748,22694
46,883117836046086144,6781,37464
47,882992080364220416,3999,24084
48,882762694511734784,5002,28513
49,882627270321602560,6185,28054
50,882268110199369728,11802,45259
51,882045870035918850,5068,29550
52,881906580714921986,3447,24451
53,881666595344535552,10865,50892
54,881633300179243008,7,129
55,881536004380872706,16259,49753
56,881268444196462592,5239,23212
57,880935762899988482,2827,17123
58,880872448815771648,3892,21444
59,880465832366813184,6396,28708
60,880221127280381952,4311,27263
61,880095782870896641,4430,27804
62,879862464715927552,3562,22441
63,879674319642796034,10,314
64,879492040517615616,3244,23550
65,879415818425184262,44963,106633
66,879376492567855104,3172,16880
67,879130579576475649,6986,0
68,879050749262655488,4808,22745
69,879008229531029506,2742,19078
70,878776093423087618,4208,19515
71,878604707211726852,7390,30486
72,878404777348136964,1318,0
73,878316110768087041,6797,0
74,878281511006478336,1318,7819
75,878057613040115712,6986,42333
76,877736472329191424,19567,80512
77,877611172832227328,81,0
78,877556246731214848,3908,22958
79,877316821321428993,5292,27542
80,877201837425926144,5713,27339
81,876838120628539392,3435,20833
82,876537666061221889,4699,23593
83,876484053909872640,2459,18913
84,876120275196170240,4793,28104
85,875747767867523072,4388,25394
86,875144289856114688,5026,22081
87,875097192612077568,6181,27616
88,875021211251597312,4809,25683
89,874680097055178752,4751,28079
90,874434818259525634,15139,0
91,874296783580663808,4216,26277
92,874057562936811520,4048,22828
93,874012996292530176,10733,35016
94,873580283840344065,4041,24485
95,873337748698140672,1627,0
96,873213775632977920,1627,7348
97,872967104147763200,5545,27652
98,872820683541237760,3792,14853
99,872668790621863937,30,0
100,872620804844003328,3805,21014
101,872486979161796608,9229,41060
102,872261713294495745,6510,34610
103,872122724285648897,8352,34847
104,871879754684805121,11581,38550
105,871762521631449091,3581,20509
106,871515927908634625,3552,20466
107,871166179821445120,5860,0
108,871102520638267392,5645,21173
109,871032628920680449,3910,22957
110,870804317367881728,6423,34105
111,870726314365509632,3,120
112,870656317836468226,2741,12624
113,870374049280663552,27087,83871
114,870308999962521604,4288,22153
115,870063196459192321,8628,37239
116,869772420881756160,10409,43086
117,869702957897576449,6548,28710
118,869596645499047938,3247,16253
119,869227993411051520,3932,20805
120,868880397819494401,15038,66813
121,868639477480148993,2178,0
122,868622495443632128,6145,27883
123,868552278524837888,2178,10371
124,867900495410671616,4346,24631
125,867774946302451713,7619,34661
126,867421006826221569,2629,16501
127,867072653475098625,131,0
128,867051520902168576,8225,32932
129,866720684873056260,5045,20569
130,866686824827068416,3642,19789
131,866450705531457537,36792,124809
132,866334964761202691,15139,53878
133,866094527597207552,8731,0
134,865718153858494464,5863,26234
135,865359393868664832,5244,27141
136,865006731092295680,8040,28698
137,864873206498414592,9159,33165
138,864279568663928832,3198,14990
139,864197398364647424,9405,30981
140,863907417377173506,4346,21178
141,863553081350529029,4377,15696
142,863471782782697472,2608,0
143,863432100342583297,5547,24444
144,863427515083354112,102,2325
145,863079547188785154,1157,8989
146,863062471531167744,2608,8793
147,862831371563274240,5333,19716
148,862722525377298433,3721,17549
149,862457590147678208,5235,21164
150,862096992088072192,24554,76844
151,861383897657036800,11283,37181
152,861288531465048066,4395,17721
153,861005113778896900,4021,17250
154,860981674716409858,2279,0
155,860924035999428608,862,0
156,860563773140209665,2279,7741
157,860524505164394496,5571,24366
158,860276583193509888,3670,18897
159,860184849394610176,6179,17220
160,860177593139703809,32656,0
161,859924526012018688,4261,19736
162,859851578198683649,3711,15893
163,859607811541651456,1668,19207
164,859196978902773760,32082,93045
165,859074603037188101,14436,35080
166,858860390427611136,8613,0
167,858843525470990336,3685,16083
168,858471635011153920,5146,22276
169,858107933456039936,3092,16292
170,857989990357356544,2750,16714
171,857746408056729600,11276,35501
172,857393404942143489,1738,6135
173,857263160327368704,4823,20721
174,857214891891077121,20,239
175,857062103051644929,180,0
176,857029823797047296,4267,19632
177,856602993587888130,11392,0
178,856543823941562368,3071,16919
179,856526610513747968,2011,12284
180,856330835276025856,722,0
181,856288084350160898,17,533
182,856282028240666624,6731,28728
183,855862651834028034,28,362
184,855860136149123072,1104,5059
185,855857698524602368,2266,12315
186,855851453814013952,18853,47225
187,855818117272018944,5822,27678
188,855459453768019968,8823,31218
189,855245323840757760,6418,0
190,855138241867124737,49,0
191,854732716440526848,6547,23840
192,854482394044301312,7407,30660
193,854365224396361728,5054,19744
194,854120357044912130,8092,33393
195,854010172552949760,3378,16911
196,853760880890318849,6255,29977
197,853639147608842240,10994,36618
198,853299958564483072,3850,16289
199,852936405516943360,2186,0
200,852912242202992640,1994,9484
201,852672615818899456,2325,15683
202,852553447878664193,3808,17222
203,852311364735569921,10739,34824
204,852226086759018497,7407,21041
205,852189679701164033,1710,12049
206,851953902622658560,10465,0
207,851861385021730816,23,0
208,851591660324737024,3755,17071
209,851464819735769094,7685,25591
210,851224888060895234,6224,21770
211,850753642995093505,10135,32836
212,850380195714523136,2844,13785
213,850333567704068097,362,3602
214,850145622816686080,4155,17256
215,850019790995546112,5343,21635
216,849776966551130114,8306,32218
217,849668094696017920,5411,0
218,849412302885593088,3421,16804
219,849336543269576704,2062,12090
220,849051919805034497,9319,44737
221,848690551926992896,4722,26711
222,848324959059550208,5032,26249
223,848213670039564288,816,8677
224,848212111729840128,3366,17341
225,847978865427394560,3567,0
226,847971574464610304,471,0
227,847962785489326080,5622,24910
228,847842811428974592,1479,5839
229,847617282490613760,459,7441
230,847606175596138505,3704,19903
231,847251039262605312,4689,21682
232,847157206088847362,6431,21240
233,847116187444137987,3505,22767
234,846874817362120707,4321,21357
235,846514051647705089,12759,47587
236,846505985330044928,3410,15062
237,846153765933735936,9969,33828
238,846139713627017216,10769,32768
239,846042936437604353,3160,17018
240,845812042753855489,9648,31215
241,845677943972139009,5247,26752
242,845397057150107648,2016,8123
243,845306882940190720,5928,24858
244,845098359547420673,8453,0
245,844979544864018432,2849,14525
246,844973813909606400,3535,16125
247,844704788403113984,11392,41342
248,844580511645339650,3455,17573
249,844223788422217728,2410,14541
250,843981021012017153,3217,16107
251,843856843873095681,5112,22855
252,843604394117681152,3017,18035
253,843235543001513987,6701,22973
254,842846295480000512,3942,16225
255,842765311967449089,1416,7207
256,842535590457499648,3854,19336
257,842163532590374912,6418,26200
258,842115215311396866,3329,15001
259,841833993020538882,17037,0
260,841680585030541313,8566,27425
261,841439858740625411,4079,13534
262,841320156043304961,5985,21116
263,841314665196081154,5195,17017
264,841077006473256960,5860,24553
265,840761248237133825,1939,0
266,840728873075638272,17877,0
267,840698636975636481,3,195
268,840696689258311684,1093,13185
269,840632337062862849,1939,9622
270,840370681858686976,5043,17651
271,840268004936019968,6343,20664
272,839990271299457024,2545,14404
273,839549326359670784,8613,29547
274,839290600511926273,157,0
275,839239871831150596,7255,29206
276,838952994649550848,4412,21052
277,838921590096166913,2297,12001
278,838916489579200512,37,0
279,838831947270979586,12309,0
280,838561493054533637,1471,11718
281,838476387338051585,5343,24294
282,838201503651401729,11243,0
283,838150277551247360,359,1802
284,838085839343206401,0,149
285,838083903487373313,3490,18920
286,837820167694528512,8731,36768
287,837482249356513284,490,4139
288,837471256429613056,2564,13776
289,837366284874571778,5879,22707
290,837110210464448512,2667,17229
291,836989968035819520,2554,13674
292,836753516572119041,5125,20707
293,836677758902222849,2463,13565
294,836648853927522308,614,0
295,836397794269200385,30669,0
296,836380477523124226,3266,15833
297,836260088725786625,4761,22850
298,836001077879255040,4814,20582
299,835685285446955009,9122,0
300,835574547218894849,4033,19171
301,835536468978302976,1892,0
302,835309094223372289,23451,0
303,835297930240217089,3322,17627
304,835264098648616962,1892,8365
305,835246439529840640,81,2237
306,835172783151792128,6392,28130
307,835152434251116546,3371,24188
308,834931633769889797,1836,11671
309,834786237630337024,6060,22679
310,834574053763584002,2819,14777
311,834477809192075265,11896,0
312,834458053273591808,1865,10362
313,834209720923721728,5339,22225
314,834167344700198914,4040,16962
315,834089966724603904,2370,10831
316,834086379323871233,2464,14078
317,833863086058651648,2673,14454
318,833826103416520705,3835,16515
319,833732339549220864,242,0
320,833722901757046785,3570,22273
321,833479644947025920,2298,16015
322,833124694597443584,5411,21814
323,832998151111966721,2475,14361
324,832769181346996225,44,0
325,832757312314028032,4035,18170
326,832682457690300417,3294,12829
327,832645525019123713,579,3146
328,832636094638288896,3137,17131
329,832397543355072512,2487,12926
330,832369877331693569,3567,18534
331,832273440279240704,2611,12193
332,832215909146226688,6915,0
333,832215726631055365,10467,0
334,832088576586297345,2,72
335,832040443403784192,10865,0
336,832032802820481025,5216,19303
337,831939777352105988,6874,25957
338,831926988323639298,37,366
339,831911600680497154,7296,29905
340,831670449226514432,2025,11303
341,831650051525054464,2186,7763
342,831552930092285952,2563,9738
343,831322785565769729,1708,9911
344,831315979191906304,1242,7013
345,831309418084069378,2721,12642
346,831262627380748289,2299,12871
347,830956169170665475,1687,8615
348,830583320585068544,18870,72397
349,830173239259324417,6393,0
350,830097400375152640,3377,10644
351,829878982036299777,5623,0
352,829861396166877184,2200,13256
353,829501995190984704,11896,34354
354,829449946868879360,2281,11354
355,829374341691346946,10465,37548
356,829141528400556032,8323,26574
357,829011960981237760,18201,57386
358,828801551087042563,3816,0
359,828770345708580865,6598,27698
360,828708714936930305,12587,39660
361,828650029636317184,1506,10308
362,828409743546925057,1285,6810
363,828408677031882754,1436,8292
364,828381636999917570,2490,13680
365,828376505180889089,1191,8011
366,828372645993398273,3276,13570
367,828361771580813312,192,2371
368,828046555563323392,3202,12761
369,828011680017821696,2398,11227
370,827933404142436356,5873,21864
371,827653905312006145,3364,16763
372,827600520311402496,1056,8043
373,827324948884643840,3427,17226
374,827199976799354881,2516,11486
375,826958653328592898,5623,23426
376,826848821049180160,11553,39687
377,826615380357632002,4434,0
378,826598799820865537,288,5559
379,826598365270007810,2640,10943
380,826476773533745153,4715,20000
381,826240494070030336,2911,14407
382,826204788643753985,1055,5287
383,826115272272650244,3525,17040
384,825876512159186944,2102,11359
385,825829644528148480,2797,13831
386,825535076884762624,19342,56537
387,825147591692263424,5143,19899
388,825120256414846976,1448,0
389,825026590719483904,1448,6913
390,824796380199809024,6175,0
391,824775126675836928,3967,16281
392,824663926340194305,1953,10948
393,824325613288833024,11653,12817
394,824297048279236611,4357,16362
395,824025158776213504,667,5188
396,823939628516474880,3052,11582
397,823719002937630720,12690,0
398,823699002998870016,2714,13659
399,823581115634085888,2984,14184
400,823333489516937216,29,761
401,823322678127919110,4540,17163
402,823269594223824897,11125,0
403,822975315408461824,3876,18853
404,822872901745569793,49565,144133
405,822859134160621569,2572,14388
406,822647212903690241,7225,0
407,822610361945911296,3342,16078
408,822489057087389700,7225,19792
409,822462944365645825,16704,31253
410,822244816520155136,11125,38231
411,822163064745328640,5446,0
412,821886076407029760,2640,12389
413,821813639212650496,3765,0
414,821765923262631936,1870,9202
415,821522889702862852,1993,8739
416,821421320206483457,6318,0
417,821407182352777218,4924,12871
418,821153421864615936,10,276
419,821149554670182400,2271,9543
420,821107785811234820,2413,10483
421,821044531881721856,2584,13822
422,820837357901512704,7560,0
423,820749716845686786,11243,34469
424,820690176645140481,3640,13346
425,820494788566847489,638,0
426,820446719150292993,2916,0
427,820314633777061888,638,3652
428,820078625395449857,7098,21626
429,820013781606658049,1334,0
430,819952236453363712,1334,5820
431,819924195358416896,5478,14047
432,819711362133872643,3539,14676
433,819588359383371776,2221,10451
434,819347104292290561,1358,7892
435,819238181065359361,454,2504
436,819227688460238848,7560,25240
437,819015337530290176,41327,0
438,819015331746349057,21336,0
439,819006400881917954,21336,49256
440,819004803107983360,41327,94174
441,818646164899774465,23549,0
442,818627210458333184,8397,24244
443,818614493328580609,2917,10792
444,818588835076603904,6967,0
445,818536468981415936,2804,11945
446,818307523543449600,9185,0
447,818259473185828864,2571,12026
448,818145370475810820,2940,13464
449,817908911860748288,891,5283
450,817827839487737858,30669,56770
451,817777686764523521,3013,11711
452,817536400337801217,3434,12912
453,817502432452313088,3837,0
454,817423860136083457,17037,37544
455,817415592588222464,1093,6144
456,817181837579653120,9646,0
457,817171292965273600,2273,9541
458,817120970343411712,2962,13264
459,817056546584727552,1874,9374
460,816829038950027264,5357,0
461,816816676327063552,2312,10920
462,816697700272001025,2488,10738
463,816450570814898180,9185,33483
464,816336735214911488,2219,9418
465,816091915477250048,2441,9773
466,816062466425819140,1184,0
467,816014286006976512,6028,0
468,815990720817401858,1184,5461
469,815966073409433600,9646,24645
470,815745968457060357,4681,0
471,815736392542261248,2570,10776
472,815639385530101762,1866,9022
473,815390420867969024,4304,11308
474,814986499976527872,1472,8356
475,814638523311648768,3071,12341
476,814578408554463233,6608,0
477,814530161257443328,2105,9503
478,814153002265309185,9863,31506
479,813944609378369540,3661,0
480,813910438903693312,2137,10181
481,813812741911748608,15902,39795
482,813800681631023104,2010,9159
483,813217897535406080,8270,20475
484,813202720496779264,2042,10055
485,813187593374461952,4951,21740
486,813172488309972993,2180,10237
487,813157409116065792,2511,8474
488,813142292504645637,2670,9220
489,813130366689148928,500,4891
490,813127251579564032,3565,13035
491,813112105746448384,3141,11330
492,813096984823349248,4110,11521
493,813081950185472002,3143,10826
494,813066809284972545,2209,8726
495,813051746834595840,8309,22973
496,812781120811126785,2163,8284
497,812747805718642688,7899,0
498,812709060537683968,1628,7266
499,812503143955202048,1392,6681
500,812466873996607488,2186,8778
501,812372279581671427,4170,15009
502,811985624773361665,1593,7975
503,811744202451197953,1831,8282
504,811647686436880384,843,6118
505,811627233043480576,3561,14052
506,811386762094317568,7261,22933
507,810984652412424192,1624,5857
508,810896069567610880,2036,9944
509,810657578271330305,2998,12028
510,810284430598270976,13016,38981
511,810254108431155201,3816,16131
512,809920764300447744,4434,16996
513,809808892968534016,5578,0
514,809448704142938112,1668,7606
515,809220051211603969,6393,21892
516,809084759137812480,3978,14478
517,808838249661788160,3452,11087
518,808733504066486276,2455,8671
519,808501579447930884,2944,12391
520,808344865868283904,23549,46622
521,808134635716833280,6792,0
522,808106460588765185,2470,9572
523,808001312164028416,4011,13798
524,807621403335917568,4184,16018
525,807106840509214720,61663,123605
526,807059379405148160,8329,0
527,807010152071229440,4332,14309
528,806629075125202948,39828,82760
529,806620845233815552,6275,0
530,806576416489959424,2191,5304
531,806542213899489280,2700,11219
532,806242860592926720,13297,0
533,806219024703037440,1366,7040
534,805958939288408065,6108,0
535,805932879469572096,2156,9078
536,805826884734976000,2081,7228
537,805823200554876929,9170,0
538,805520635690676224,1878,6290
539,805487436403003392,2870,9626
540,805207613751304193,1927,8550
541,804738756058218496,4377,15116
542,804475857670639616,2296,6771
543,804413760345620481,3651,0
544,804026241225523202,18457,49052
545,803773340896923648,3146,11052
546,803692223237865472,8478,0
547,803638050916102144,4714,12075
548,803380650405482500,2119,8500
549,803321560782307329,6077,0
550,803276597545603072,2810,11045
551,802952499103731712,2279,9933
552,802624713319034886,3327,0
553,802600418706604034,1670,7833
554,802572683846291456,2856,9829
555,802323869084381190,6655,17866
556,802265048156610565,1545,6967
557,802239329049477120,2962,9970
558,802185808107208704,306,0
559,801958328846974976,1940,8484
560,801854953262350336,265,1933
561,801538201127157760,2341,9006
562,801285448605831168,942,6675
563,801167903437357056,6792,26973
564,801127390143516673,4526,0
565,801115127852503040,2369,8876
566,800859414831898624,111,764
567,800855607700029440,1853,0
568,800751577355128832,3151,11543
569,800513324630806528,3422,14471
570,800459316964663297,2436,10387
571,800443802682937345,4929,0
572,800388270626521089,3186,12266
573,800188575492947969,4477,0
574,800141422401830912,2916,16839
575,800018252395122689,15019,31283
576,799774291445383169,5357,0
577,799757965289017345,2458,9260
578,799422933579902976,2172,8842
579,799308762079035393,6322,0
580,799297110730567681,3164,10903
581,799063482566066176,2800,8910
582,798933969379225600,5096,14500
583,798925684722855936,1636,8160
584,798705661114773508,7530,0
585,798701998996647937,8903,0
586,798697898615730177,7431,0
587,798694562394996736,5679,0
588,798686750113755136,2641,0
589,798682547630837760,5401,0
590,798673117451325440,6346,0
591,798665375516884993,4431,0
592,798644042770751489,2109,0
593,798628517273620480,2232,0
594,798585098161549313,6505,0
595,798576900688019456,6720,0
596,798340744599797760,3834,0
597,798209839306514432,2900,11399
598,797971864723324932,3578,12824
599,797545162159308800,5515,15978
600,797236660651966464,7552,22014
601,797165961484890113,32,254
602,796904159865868288,10177,0
603,796865951799083009,2155,8437
604,796759840936919040,3493,13076
605,796563435802726400,8343,0
606,796484825502875648,2006,8345
607,796387464403357696,4743,12138
608,796177847564038144,16287,0
609,796149749086875649,16287,35654
610,796125600683540480,2035,5442
611,796116448414461957,2753,10005
612,796080075804475393,2632,9304
613,796031486298386433,4204,11892
614,795464331001561088,27140,54915
615,795400264262053889,3259,11126
616,795076730285391872,6175,17879
617,794983741416415232,3839,0
618,794926597468000259,2636,11318
619,794355576146903043,11741,0
620,794332329137291264,3013,10524
621,794205286408003585,3795,10156
622,793962221541933056,5578,18566
623,793845145112371200,2137,10141
624,793614319594401792,3573,0
625,793601777308463104,1864,8789
626,793500921481273345,2716,11773
627,793286476301799424,10467,27150
628,793271401113350145,2688,9515
629,793256262322548741,9486,22021
630,793241302385262592,3732,11603
631,793226087023144960,3260,10834
632,793210959003287553,3221,9837
633,793195938047070209,6393,16818
634,793180763617361921,2254,7612
635,793165685325201412,3172,10352
636,793150605191548928,1952,6791
637,793135492858580992,2830,7107
638,793120401413079041,4448,13972
639,792913359805018113,4591,15814
640,792883833364439040,4864,12463
641,792773781206999040,1917,8087
642,792394556390137856,4887,14881
643,792050063153438720,2040,7909
644,791821351946420224,23964,0
645,791784077045166082,11014,0
646,791780927877898241,4332,0
647,791774931465953280,25308,49642
648,791672322847637504,3573,12948
649,791406955684368384,4681,14460
650,791312159183634433,2894,9689
651,791026214425268224,4704,0
652,790987426131050500,2426,10919
653,790946055508652032,5357,18295
654,790723298204217344,2642,0
655,790698755171364864,2163,9035
656,790581949425475584,8152,22775
657,790337589677002753,2127,8626
658,790277117346975746,3661,13844
659,790227638568808452,4082,0
660,789986466051088384,2642,10217
661,789960241177853952,4739,0
662,789903600034189313,4713,11450
663,789628658055020548,2028,8312
664,789599242079838210,2206,7487
665,789530877013393408,3839,12960
666,789314372632018944,2616,9484
667,789280767834746880,5626,0
668,789268448748703744,2951,10048
669,789137962068021249,3175,10691
670,788908386943430656,14127,30157
671,788765914992902144,11741,30237
672,788552643979468800,8222,0
673,788412144018661376,6047,17186
674,788178268662984705,2431,7975
675,788150585577050112,1485,6769
676,788070120937619456,3879,0
677,788039637453406209,1504,6756
678,787810552592695296,3473,9568
679,787717603741622272,3167,11250
680,787397959788929025,3222,11929
681,787322443945877504,1988,8585
682,787111942498508800,7616,0
683,786963064373534720,9122,29235
684,786729988674449408,2753,0
685,786709082849828864,6915,19990
686,786664955043049472,2929,11762
687,786595970293370880,3524,10353
688,786363235746385920,3980,12003
689,786286427768250368,3263,8793
690,786233965241827333,5446,16892
691,786051337297522688,176,1587
692,786036967502913536,8029,0
693,785927819176054784,3580,12511
694,785872687017132033,2072,7354
695,785639753186217984,2512,8588
696,785533386513321988,2285,10031
697,785515384317313025,1437,6706
698,785264754247995392,1863,8003
699,785170936622350336,5526,13305
700,784826020293709826,3651,11163
701,784517518371221505,2880,9868
702,784431430411685888,1449,6241
703,784183165795655680,9170,22140
704,784057939640352768,12690,32918
705,783839966405230592,12309,33107
706,783821107061198850,2226,8095
707,783695101801398276,3652,11476
708,783466772167098368,2558,9314
709,783391753726550016,6274,18579
710,783347506784731136,6380,0
711,783334639985389568,13297,32142
712,783085703974514689,2509,8954
713,782969140009107456,8329,26529
714,782747134529531904,1575,8193
715,782722598790725632,6108,18959
716,782598640137187329,2139,8571
717,782305867769217024,6318,18327
718,782021823840026624,7090,0
719,781955203444699136,3820,12184
720,781661882474196992,3074,11449
721,781655249211752448,1263,4395
722,781524693396357120,6275,22812
723,781308096455073793,2889,7843
724,781251288990355457,2387,9282
725,781163403222056960,3088,10715
726,780931614150983680,8343,23763
727,780858289093574656,2260,7891
728,780800785462489090,1470,6057
729,780601303617732608,3765,13283
730,780543529827336192,1971,6925
731,780496263422808064,4220,0
732,780476555013349377,134,0
733,780459368902959104,1203,5797
734,780192070812196864,2534,9565
735,780092040432480260,2607,0
736,780074436359819264,5667,13465
737,779834332596887552,8029,20919
738,779377524342161408,3531,9685
739,779124354206535695,20845,0
740,779123168116150273,4127,12962
741,779056095788752897,5118,16230
742,778990705243029504,8256,21976
743,778774459159379968,11277,0
744,778764940568104960,414,941
745,778748913645780993,1519,7575
746,778650543019483137,1693,6344
747,778624900596654080,1142,5103
748,778408200802557953,4915,14933
749,778396591732486144,13877,0
750,778383385161035776,1247,6415
751,778286810187399168,3749,11381
752,778039087836069888,2989,9301
753,778027034220126208,1839,7202
754,777953400541634568,3985,0
755,777885040357281792,1857,6971
756,777684233540206592,3327,12322
757,777641927919427584,4823,0
758,777621514455814149,2824,9592
759,777189768882946048,4892,15689
760,776819012571455488,15508,0
761,776813020089548800,1370,5352
762,776477788987613185,3167,9718
763,776249906839351296,10382,0
764,776218204058357768,18072,32855
765,776201521193218049,2841,10513
766,776113305656188928,4929,12888
767,776088319444877312,173,2008
768,775898661951791106,17485,0
769,775842724423557120,3032,12822
770,775733305207554048,4526,15186
771,775729183532220416,5190,14150
772,775364825476165632,3376,8167
773,775350846108426240,4432,11127
774,775085132600442880,5357,17022
775,774757898236878852,1987,9335
776,774639387460112384,1964,7373
777,774314403806253056,6322,23832
778,773985732834758656,4382,11753
779,773922284943896577,1951,6995
780,773704687002451968,1843,7202
781,773670353721753600,1464,5837
782,773547596996571136,6967,24138
783,773336787167145985,5772,0
